Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
Existing Customer,39,F,4,Graduate,Single,$40K - $60K,Blue,25,2,3,3,3394,2517,877,0.689,5421,75,0.829,0.742
Existing Customer,50,F,3,High School,Married,$40K - $60K,Blue,40,1,3,3,3367,1747,1620,0.769,5657,91,0.517,0.519
Existing Customer,50,F,0,High School,Married,$40K - $60K,Blue,43,2,3,1,4154,1060,3094,0.544,4325,86,0.72,0.255
Existing Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,2,2,2,2154,1628,526,0.665,4538,74,0.762,0.756
Existing Customer,54,F,4,Graduate,Divorced,Less than $40K,Blue,43,1,2,1,2506,1784,722,0.729,4504,80,1.051,0.712
Existing Customer,46,F,3,College,Divorced,Less than $40K,Blue,38,1,1,3,1774,1115,659,0.686,3474,60,0.667,0.629
Existing Customer,43,F,2,Unknown,Single,Unknown,Blue,27,1,3,3,3287,1697,1590,0.711,5236,77,1.026,0.516
Existing Customer,42,F,3,High School,Married,Unknown,Blue,30,1,1,2,1821,935,886,0.781,4786,87,0.776,0.513
Existing Customer,45,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,1,3,3918,2070,1848,0.76,4700,69,0.643,0.528
Attrited Customer,41,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,2372,0,2372,0.597,2499,41,0.464,0
Attrited Customer,45,F,2,Graduate,Single,Less than $40K,Blue,33,1,3,4,1492,0,1492,0.502,2469,38,0.267,0
Existing Customer,44,F,1,Graduate,Single,Less than $40K,Blue,31,2,2,3,1550,716,834,0.749,4534,87,0.977,0.462
Existing Customer,58,F,3,Graduate,Single,Less than $40K,Blue,53,1,3,1,2669,2048,621,0.725,4863,79,1.135,0.767
Existing Customer,42,M,4,College,Single,$60K - $80K,Blue,23,2,3,1,3311,841,2470,0.7,4559,80,0.905,0.254
Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,33,2,4,3,3068,2071,997,0.854,5524,71,0.972,0.675
Existing Customer,55,F,1,Graduate,Single,Unknown,Blue,49,1,4,3,2721,0,2721,0.508,5443,73,0.973,0
Existing Customer,37,F,2,Uneducated,Single,$40K - $60K,Blue,27,1,3,2,3050,2517,533,1.177,4698,75,0.923,0.825
Existing Customer,60,F,2,Graduate,Married,Unknown,Blue,54,1,2,2,3356,1664,1692,0.862,5200,81,0.929,0.496
Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,23,1,2,3,2647,1245,1402,0.712,4911,82,0.864,0.47
Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,36,2,4,3,2407,1102,1305,0.736,4543,71,0.775,0.458
Attrited Customer,52,F,2,High School,Married,Unknown,Blue,39,1,3,4,2233,1790,443,0.798,2888,50,0.562,0.802
Existing Customer,48,F,4,Unknown,Married,Less than $40K,Blue,43,1,1,0,2089,1262,827,0.886,5069,76,1.111,0.604
Existing Customer,48,F,3,High School,Divorced,Less than $40K,Blue,36,1,1,1,2185,1495,690,0.924,4906,83,0.804,0.684
Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,39,2,3,3,4057,755,3302,0.873,4301,58,1.417,0.186
Existing Customer,44,F,4,College,Married,$40K - $60K,Blue,27,1,1,2,3183,2517,666,0.726,4017,63,0.853,0.791
Existing Customer,45,F,5,Uneducated,Unknown,Less than $40K,Blue,36,1,2,3,2699,1583,1116,0.648,4071,75,0.829,0.587
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38,1,1,1,2897,0,2897,0.7,4891,87,0.776,0
Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,28,1,3,3,1622,972,650,0.866,4216,71,1.367,0.599
Existing Customer,34,F,2,High School,Single,$40K - $60K,Blue,36,2,3,1,1677,0,1677,0.7,4035,87,0.891,0
Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45,1,3,3,1860,0,1860,0.778,5109,62,0.722,0
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,30,2,3,3,2124,1573,551,0.728,4592,83,0.804,0.741
Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,37,1,1,3,3413,1715,1698,0.812,3843,67,0.634,0.502
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,24,2,3,3,2178,1408,770,0.635,5089,80,0.455,0.646
Existing Customer,47,F,3,Uneducated,Single,Unknown,Blue,35,1,4,3,2446,1899,547,0.714,5347,87,0.74,0.776
Existing Customer,37,F,2,Unknown,Single,Less than $40K,Blue,21,1,1,1,3967,1476,2491,0.626,4490,66,0.833,0.372
Existing Customer,45,F,4,Graduate,Married,Unknown,Blue,36,2,2,2,4146,2027,2119,0.74,4323,64,0.684,0.489
Existing Customer,58,F,0,Unknown,Unknown,Less than $40K,Blue,52,1,2,2,1869,1255,614,0.847,5269,80,0.633,0.671
Existing Customer,46,F,2,College,Single,Unknown,Blue,33,2,3,1,2168,1334,834,0.622,4043,73,0.738,0.615
Existing Customer,49,F,2,College,Married,Less than $40K,Blue,40,1,2,1,2096,1276,820,0.6,4926,82,0.745,0.609
Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,46,1,2,2,2298,1540,758,0.708,5154,81,0.976,0.67
Existing Customer,48,F,4,Unknown,Single,Unknown,Blue,37,1,2,1,3829,836,2993,0.731,4313,85,0.545,0.218
Existing Customer,58,F,3,Doctorate,Married,Less than $40K,Blue,47,1,3,3,1517,920,597,0.825,5067,69,0.865,0.606
Existing Customer,54,F,2,High School,Unknown,Less than $40K,Blue,44,1,1,1,2691,811,1880,0.767,4413,80,0.633,0.301
Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,30,5,3,2,1456,0,1456,0.694,2843,42,0.5,0
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,34,2,3,2,2005,1263,742,0.657,4906,80,0.818,0.63
Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,36,2,3,0,4790,1189,3601,0.698,4544,81,0.929,0.248
Existing Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,3,1,3123,1639,1484,0.788,4117,76,1.111,0.525
Attrited Customer,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3,3460,0,3460,0.466,2355,47,0.621,0
Existing Customer,48,M,2,Uneducated,Married,$40K - $60K,Blue,42,1,3,3,3202,2517,685,0.597,4675,88,0.692,0.786
Existing Customer,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,1,3,2,2296,1371,925,0.604,5483,77,0.791,0.597
Existing Customer,54,F,5,Unknown,Single,Less than $40K,Blue,49,2,3,2,1476,0,1476,0.699,4462,75,0.786,0
Existing Customer,41,F,4,Unknown,Single,Less than $40K,Blue,36,2,3,2,2470,1566,904,0.811,5011,61,0.743,0.634
Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,36,1,1,2,1950,998,952,0.619,4630,84,0.714,0.512
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,1912,0,1912,0.728,4851,87,0.642,0
Attrited Customer,45,F,4,High School,Single,Unknown,Blue,26,6,2,2,4549,1631,2918,0.779,2240,34,0.478,0.359
Existing Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,2,1,1979,1305,674,0.702,5458,84,0.75,0.659
Existing Customer,40,F,5,Unknown,Married,$40K - $60K,Blue,24,1,1,2,2803,1747,1056,0.954,5089,71,1.029,0.623
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,35,2,2,1,2548,2250,298,0.581,4747,77,0.791,0.883
Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,1,2,2,1457,828,629,0.852,5401,93,0.661,0.568
Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,53,2,2,0,1980,1409,571,0.743,5350,96,0.714,0.712
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,35,2,3,1,2216,1262,954,0.497,4763,83,0.66,0.569
Existing Customer,57,F,3,Graduate,Divorced,$40K - $60K,Blue,47,1,3,2,4262,2517,1745,0.682,3943,75,0.744,0.591
Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,28,1,2,3,2573,1742,831,0.693,4649,88,0.76,0.677
Existing Customer,43,F,5,Uneducated,Married,Less than $40K,Blue,30,1,3,2,3092,909,2183,0.832,4797,87,0.851,0.294
Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,31,1,3,3,2984,0,2984,0.77,4878,86,0.87,0
Existing Customer,48,F,2,Uneducated,Married,Unknown,Blue,38,1,3,3,2186,1017,1169,0.617,4629,77,0.791,0.465
Existing Customer,34,M,1,Graduate,Single,Less than $40K,Blue,28,1,6,3,2669,1649,1020,0.63,4314,74,0.609,0.618
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,3,1,1789,1156,633,0.748,5110,75,0.63,0.646
Existing Customer,36,F,1,Doctorate,Single,Less than $40K,Blue,25,1,2,3,2835,2511,324,0.731,4811,77,0.925,0.886
Existing Customer,44,F,5,Graduate,Single,Less than $40K,Blue,28,2,2,2,1558,879,679,0.874,4805,86,0.792,0.564
Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556,0,3556,0.596,2220,45,0.731,0
Existing Customer,35,F,2,Unknown,Single,Unknown,Blue,36,2,1,2,1507,0,1507,0.81,4679,85,0.771,0
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,25,2,3,1,2468,872,1596,0.991,4426,76,1.111,0.353
Existing Customer,42,F,3,Unknown,Married,Less than $40K,Blue,36,2,3,3,2515,1453,1062,0.649,4025,74,0.805,0.578
Attrited Customer,34,M,2,High School,Married,$80K - $120K,Blue,25,6,2,0,1439,0,1439,0.89,2932,44,0.913,0
Existing Customer,54,F,4,High School,Single,$40K - $60K,Blue,48,2,4,1,3089,1177,1912,1.01,5237,75,0.829,0.381
Existing Customer,53,F,1,College,Married,Less than $40K,Blue,36,1,3,3,1665,964,701,1.049,4881,75,0.923,0.579
Existing Customer,54,M,1,College,Single,$120K +,Blue,48,1,3,1,2456,1654,802,0.565,4468,84,0.75,0.673
Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,32,2,1,2,3104,1954,1150,0.473,4699,77,0.925,0.63
Existing Customer,48,F,3,College,Unknown,Unknown,Blue,40,2,6,1,2337,0,2337,0.586,5203,90,0.765,0
Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,34,2,2,2,4060,2336,1724,0.943,5173,87,0.706,0.575
Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,24,2,2,2,3428,2209,1219,0.671,4751,87,0.642,0.644
Existing Customer,45,M,3,Unknown,Single,Less than $40K,Blue,36,2,1,0,2326,642,1684,0.814,5413,90,0.765,0.276
Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,26,2,2,3,4376,855,3521,0.839,2862,52,0.733,0.195
Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1,1790,891,899,0.45,4498,96,0.574,0.498
Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,3,2,2969,0,2969,0.74,4109,70,1,0
Existing Customer,43,M,3,Doctorate,Single,$40K - $60K,Blue,35,2,6,3,4970,1588,3382,0.669,4436,83,0.804,0.32
Attrited Customer,46,F,1,Uneducated,Unknown,Unknown,Blue,28,5,2,6,2069,0,2069,0.656,2754,55,0.667,0
Existing Customer,52,F,2,Unknown,Married,Unknown,Blue,45,2,2,1,3192,0,3192,0.646,4191,80,0.739,0
Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,37,2,2,1,2105,1072,1033,0.514,4833,81,1.077,0.509
Existing Customer,44,M,4,College,Single,$80K - $120K,Blue,34,2,2,3,1876,861,1015,0.839,5056,82,0.547,0.459
Attrited Customer,57,F,3,Unknown,Unknown,Less than $40K,Blue,43,5,3,2,1462,0,1462,0.602,2299,42,0.312,0
Existing Customer,40,F,2,Unknown,Single,$40K - $60K,Blue,29,1,3,3,2351,1337,1014,0.613,5115,84,0.787,0.569
Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,49,2,2,2,1719,0,1719,0.579,4869,65,0.512,0
Existing Customer,26,F,0,Unknown,Married,Less than $40K,Blue,20,2,2,2,2516,2378,138,1.033,4746,75,0.875,0.945
Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,20,2,2,3,4883,0,4883,0.724,4613,82,1,0
Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,29,2,1,3,3413,1801,1612,0.88,3831,45,0.667,0.528
Attrited Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,52,2,4,3,1852,0,1852,0.902,2851,49,0.75,0
Existing Customer,35,F,2,Graduate,Married,Unknown,Blue,25,2,3,3,3339,2014,1325,0.688,4725,83,0.694,0.603
Attrited Customer,45,F,4,College,Single,Less than $40K,Blue,41,6,3,2,3785,2517,1268,0.574,2401,54,0.742,0.665
Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,2228,1480,748,0.533,4431,71,0.651,0.664
Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626,795,2831,0.896,2954,42,0.556,0.219
Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,47,2,2,1,2194,1302,892,0.814,4962,81,0.841,0.593
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,1,2665,1936,729,0.757,4500,71,0.972,0.726
Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,38,1,4,1,2444,0,2444,0.788,4220,50,1.174,0
Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,32,1,1,1,3335,2238,1097,0.644,5321,78,0.95,0.671
Existing Customer,45,F,3,Post-Graduate,Married,Less than $40K,Blue,32,2,3,2,2726,2127,599,0.814,5578,89,0.854,0.78
Attrited Customer,51,F,1,High School,Married,Less than $40K,Blue,43,4,3,3,1665,1521,144,0.874,2878,45,0.452,0.914
Existing Customer,40,F,2,High School,Married,Less than $40K,Blue,28,1,3,3,2734,1661,1073,0.726,4981,90,0.698,0.608
Existing Customer,57,F,2,College,Single,Less than $40K,Blue,47,1,3,1,1727,996,731,0.767,5112,82,0.673,0.577
Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575,2517,58,0.31,1874,40,0.739,0.977
Existing Customer,55,F,1,Unknown,Married,$40K - $60K,Blue,43,2,1,2,3391,1696,1695,0.537,4291,77,0.711,0.5
Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,40,2,3,1,5298,0,5298,0.686,4834,80,0.667,0
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,3,3,2540,1561,979,0.894,5039,82,0.745,0.615
Existing Customer,48,F,5,Unknown,Married,Less than $40K,Blue,43,1,1,3,2876,1628,1248,0.631,4752,80,0.739,0.566
Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,3,1504,970,534,0.864,2801,51,1.217,0.645
Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,2,1839,0,1839,0.782,4930,91,0.784,0
Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,35,1,4,2,1685,0,1685,0.457,4155,85,0.667,0
Existing Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,36,1,1,3,4850,1022,3828,0.603,4187,86,0.686,0.211
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,1,1,2840,2517,323,0.591,4405,82,0.864,0.886
Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,36,1,2,1,2977,1927,1050,0.731,5217,88,0.725,0.647
Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,1,5,1,1961,0,1961,0.631,4846,92,0.84,0
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,2,3,2,2156,1198,958,0.507,5092,95,0.759,0.556
Existing Customer,53,F,0,Uneducated,Married,$40K - $60K,Blue,40,1,3,3,2772,2414,358,0.805,5313,68,1.194,0.871
Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,21,2,1,3,2832,1819,1013,0.674,4761,75,0.744,0.642
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,35,2,5,3,1552,1375,177,0.995,5064,80,0.905,0.886
Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,27,2,6,2,1965,0,1965,0.608,4268,91,0.857,0
Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,29,1,2,2,1622,0,1622,0.709,4633,67,0.634,0
Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,27,1,3,1,1736,1319,417,0.667,5045,86,0.755,0.76
Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915,1445,470,0.374,2264,39,0.56,0.755
Existing Customer,44,F,2,Graduate,Married,Unknown,Blue,26,2,1,3,2006,1030,976,0.881,5337,85,0.735,0.513
Existing Customer,52,F,3,High School,Married,Unknown,Blue,38,2,1,2,3505,2517,988,0.612,5034,79,0.681,0.718
Attrited Customer,56,F,3,High School,Unknown,Less than $40K,Blue,44,4,3,2,1667,595,1072,0.63,2424,40,0.481,0.357
Attrited Customer,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636,0,1636,0.694,2235,35,0.591,0
Existing Customer,52,F,3,Unknown,Married,Less than $40K,Blue,38,1,2,3,3281,911,2370,0.665,4431,67,1.094,0.278
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,42,1,3,2,1477,0,1477,0.685,4680,80,0.778,0
Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1905,0,1905,0.845,3120,46,0.586,0
Existing Customer,53,M,2,College,Married,$40K - $60K,Blue,40,2,3,0,2672,1604,1068,0.62,4766,75,1.083,0.6
Existing Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,36,2,3,2,1872,661,1211,0.756,4970,81,0.929,0.353
Existing Customer,33,F,4,College,Married,$40K - $60K,Blue,26,1,2,3,2874,2517,357,0.73,4794,88,0.6,0.876
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,21,1,2,1,2867,1365,1502,0.502,4445,89,0.745,0.476
Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,2201,2104,97,0.648,2408,38,0.583,0.956
Attrited Customer,29,F,0,College,Married,Less than $40K,Blue,19,2,1,2,3261,2517,744,0.636,2461,54,0.742,0.772
Existing Customer,39,F,3,High School,Married,$40K - $60K,Blue,21,1,2,1,5027,0,5027,0.853,4850,70,0.75,0
Existing Customer,47,F,2,Unknown,Unknown,$40K - $60K,Blue,36,1,3,3,1811,0,1811,0.61,5390,87,0.776,0
Existing Customer,49,M,1,High School,Married,$60K - $80K,Blue,36,2,3,2,2465,1334,1131,0.95,4806,83,0.766,0.541
Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,3,2,4065,2517,1548,0.957,2899,51,0.821,0.619
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,2,4963,2115,2848,0.767,4989,78,0.696,0.426
Attrited Customer,50,M,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,3,2049,0,2049,0.974,2703,54,1,0
Existing Customer,47,M,3,Uneducated,Divorced,$60K - $80K,Blue,41,2,3,3,1943,0,1943,0.494,5108,81,0.884,0
Existing Customer,56,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,1,2,1,3485,1465,2020,0.653,4776,87,1.023,0.42
Existing Customer,51,F,2,College,Single,Less than $40K,Blue,31,2,1,3,2306,1627,679,0.507,3776,70,0.944,0.706
Existing Customer,49,F,2,Graduate,Unknown,Less than $40K,Blue,36,3,1,3,3252,2517,735,0.878,7418,90,0.579,0.774
Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,41,3,3,0,2894,2117,777,0.79,7471,87,0.673,0.732
Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,3,1590,1273,317,0.64,7352,80,0.818,0.801
Existing Customer,52,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,1,2,1986,1411,575,0.799,7249,86,0.509,0.71
Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544,1713,831,0.696,8006,88,0.571,0.673
Existing Customer,42,M,1,Graduate,Unknown,$80K - $120K,Blue,36,2,1,2,4765,1516,3249,0.709,7380,76,0.689,0.318
Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,40,3,2,2,5139,1799,3340,0.94,7548,89,0.618,0.35
Existing Customer,61,F,1,High School,Single,Less than $40K,Blue,56,3,2,2,3421,2266,1155,0.659,6932,75,0.744,0.662
Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,37,3,3,3,2490,0,2490,0.835,8178,91,0.596,0
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,36,2,2,1,2490,1582,908,0.76,7719,86,0.623,0.635
Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2,2055,0,2055,0.975,7674,80,0.633,0
Existing Customer,42,F,1,Post-Graduate,Single,Less than $40K,Blue,28,3,3,0,3453,1010,2443,0.801,8108,85,0.7,0.292
Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384,1919,465,0.5,3512,50,0.471,0.805
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,32,2,5,1,2948,968,1980,0.946,7834,86,0.509,0.328
Existing Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942,2119,2823,0.718,7460,85,0.604,0.429
Existing Customer,51,F,3,Unknown,Single,Less than $40K,Blue,46,3,2,2,4333,1848,2485,0.634,7643,85,0.771,0.426
Existing Customer,40,F,3,Uneducated,Unknown,Less than $40K,Blue,30,2,5,2,2481,2119,362,0.801,8097,88,0.63,0.854
Existing Customer,57,F,4,Post-Graduate,Single,Less than $40K,Blue,45,2,2,3,3059,1744,1315,0.614,7709,89,0.561,0.57
Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Blue,34,2,1,1,4813,0,4813,0.693,7477,91,0.655,0
Existing Customer,50,F,0,Uneducated,Married,Less than $40K,Blue,42,3,4,2,3749,1594,2155,0.738,7990,89,0.534,0.425
Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,2,2,1,3605,0,3605,0.594,6800,78,0.814,0
Attrited Customer,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874,460,3414,1.023,4921,51,0.645,0.119
Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,24,2,2,2,4752,0,4752,0.679,7517,76,0.617,0
Existing Customer,46,M,3,Graduate,Unknown,$40K - $60K,Blue,34,3,6,1,2259,1346,913,0.813,7745,88,0.517,0.596
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,31,2,1,2,1946,1183,763,0.806,8423,82,0.708,0.608
Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,2391,1625,766,0.662,7649,101,0.603,0.68
Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735,2113,1622,0.684,7059,82,0.577,0.566
Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,39,3,2,2,2275,2138,137,0.742,7768,83,0.729,0.94
Existing Customer,48,M,3,College,Married,$40K - $60K,Blue,34,2,2,1,1913,1405,508,0.699,7265,80,0.905,0.734
Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,43,2,3,3,4249,789,3460,0.925,8186,93,0.722,0.186
Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,36,3,1,2,2136,1250,886,0.74,7782,88,0.66,0.585
Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737,1649,3088,0.748,7802,88,0.492,0.348
Attrited Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710,0,2710,0.999,4724,60,0.395,0
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000,1739,261,0.821,7694,85,0.7,0.87
Existing Customer,49,F,4,Unknown,Single,Less than $40K,Blue,29,1,3,2,3919,2278,1641,0.672,7685,85,0.518,0.581
Existing Customer,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,1,3256,2035,1221,0.655,7075,89,0.648,0.625
Existing Customer,40,M,2,High School,Unknown,$80K - $120K,Blue,26,1,3,1,5238,2077,3161,0.656,7321,73,0.659,0.397
Existing Customer,52,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,1,3,2743,1705,1038,0.605,6993,97,0.54,0.622
Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844,2065,779,0.638,7345,73,0.738,0.726
Existing Customer,52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,1,5207,1121,4086,0.578,7153,84,0.647,0.215
Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Blue,36,1,1,2,3107,1995,1112,0.668,7535,87,0.673,0.642
Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,40,1,2,2,2167,988,1179,0.619,7199,83,0.729,0.456
Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138,986,2152,1.002,4724,56,0.806,0.314
Existing Customer,46,F,3,Uneducated,Married,Less than $40K,Blue,35,6,5,1,2069,1101,968,0.741,7307,82,0.745,0.532
Attrited Customer,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477,2517,1960,1.022,4996,55,0.486,0.562
Attrited Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367,1606,761,0.956,4506,59,0.639,0.678
Existing Customer,40,M,3,Doctorate,Unknown,Less than $40K,Blue,36,1,1,3,4587,1771,2816,0.647,7479,83,0.694,0.386
Existing Customer,50,M,3,Uneducated,Married,Less than $40K,Blue,36,2,3,3,5128,0,5128,0.704,7588,98,0.581,0
Existing Customer,36,F,4,Uneducated,Unknown,$40K - $60K,Blue,16,1,2,2,4370,1222,3148,0.648,7223,90,0.552,0.28
Existing Customer,52,F,1,High School,Single,$40K - $60K,Blue,42,1,3,1,3416,1970,1446,0.804,8254,75,0.596,0.577
Existing Customer,51,M,3,Uneducated,Single,$60K - $80K,Blue,42,2,4,1,1922,1124,798,0.766,8049,76,0.434,0.585
